㐀	一卝
㠘	⺕一一八山与與𦥑
㠙	亠冖口山豕豪
㠚	一一丷寸山干业丵對𢆉
㠛	卝又山隹蒦雈
㠜	匕山疋矢龴疑𠤕
㠝	二二人人山貝㚘夫夫賛
㠞	一丿土山山彳攵徵𡈼
㠟	丿勹山黍黎
㠠	山田皿虍盧𧆨
㠡	山衣馬褭
㠢	山衣鬼嵬
㠣	厂山止禾禾厤歷秝
㠤	一井亠口口山𧘇吅襄𠀎
㠥	土山田田田壘畾
㠦	一一丨丨二二山山豆三三丰丰豐
㠧	山非麻靡
㠨	寸山木木爻罒林棥欝𡬠
㠩	人𠃊亾
㠪	⺊一一上
㠫	⺄二人十工卂夫巩
㠬	二人夫
㠭	工工工工
㠮	一一丷工日䒑业並普
㠯	㠯
㠰	力口己加
㠱	八己其
㠲	匕巾
㠳	入巾
㠴	丶刀巾刃
㠵	亠巾𠃊亡
㠶	丿几巾凢
㠷	及巾
㠸	二人巾夫
㠹	人巾介
㠺	丿小巾少
㠻	巾耂
㠼	巾斤
㠽	夂巾冬
㠾	㔾夕巾夗
㠿	匕巾止此
㡀	丷八巾
㡁	㇉一一大巾丂亏夸
㡂	刂巾歹列
㡃	人巾𠃊㠩亾
㡄	勹巾日旬
㡅	夕夕巾多
㡆	亠巾𠃊亡巟
㡇	乚巾耳耴
㡈	⺈巾免
㡉	巾弓玄弦
㡊	⺈巾臼臽
㡋	乚大巾日奄电
㡌	二冂巾月冃冐
㡍	大巾白㚖
㡎	厶大巾彡参
㡏	一刂巾月𠆢亼俞刖
㡐	一丷刂巾月䒑刖前
㡑	巾火禾秋
㡒	十巾目𠂆盾𥃭
㡓	冖巾車軍
㡔	巾攵矛敄
㡕	央巾艹英
㡖	巾重
㡗	儿巾虍𠂆虎虒
㡘	一丷巾䒑兼
㡙	㐅丿囗巾比囟龱𣬉
㡚	一井冉巾冓𠀎
㡛	亠巾艹𠃊亡巟荒
㡜	巾示祭
㡝	一丨二夂巾辶三丰夆逢
㡞	女巾婁
㡟	巾曰曹
㡠	巾癶豆登
㡡	厂寸巾豆厨
㡢	二冂巾方罒㬅冃
㡣	丷亠冖巾帝
㡤	一一丷巾未䒑业業
㡥	⺕工巾心爫㥯𤔌
㡦	一宀巾貝𣥂賓
㡧	巾癶穴豆䆸登
㡨	人人巾戈韭㦰从韱
㡩	巾糸糹言䜌絲
㡪	丨丨夊尸巳巾止爫𤔿
㡫	人勹幺曰𠃊亾匃曷
㡬	丿幺幺戈𠃌戊成𢆶
㡭	一幺幺幺幺𠃊𢆶𢆶
㡮	一乙
㡯	丿乚广七乇
㡰	于广
㡱	久广
㡲	广戈
㡳	广氏
㡴	广立
㡵	一广龴𠆢亼令
㡶	八口广只
㡷	广本
㡸	乍广
㡹	且广
㡺	一广日旦
㡻	丿卩广卯
㡼	丶广曳曵
㡽	广聿
㡾	广艮
㡿	一丷屮广䒑屰
㢀	广朿
㢁	夕夕广多
㢂	㠯丿广𠂤
㢃	丶广艮良
㢄	广豆
㢅	广廾王弄
㢆	广里
㢇	广言
㢈	广隹
㢉	丿乚广禾七乇秅
㢊	一亅口大广丁可奇
㢋	亻夕夕广侈多
㢌	一亅口广阝丁可阿
㢍	央广艹英
㢎	干广臼臿
㢏	一刂广月𠆢亼俞刖
㢐	冂冂口广𠃍冎咼
㢑	十广隹隼
㢒	且广虍虘
㢓	十广音章
㢔	人人广彳龰从從
㢕	乡广隹
㢖	广田釆番
㢗	丿冂口口大广冋喬夭
㢘	一丷广灬䒑
㢙	力广廿勤堇
㢚	力广毌虍虜
㢛	一人人口口广𠆢亼从僉吅
㢜	广廿心田思
㢝	广禾魚穌
㢞	一一丨丨八广田羽共卄異翼龷
㢟	廴止
㢠	冂口廴冋
㢡	寸廾爿將
㢢	⺌冂口廾攵冋尚敞
㢣	勹卝口廾攵句敬茍
㢤	十弋
㢥	一冂口弋同𠔼
㢦	一一亅亅口口弋丁丁可可哥
㢧	一弓
㢨	干弓
㢩	丶勹弓勺
㢪	㇉一一弓丂亏
㢫	山弓
㢬	厶弓𠂇厷
㢭	弓攴
㢮	也弓𠂉㐌
㢯	弓民
㢰	弓皮
㢱	厶小弓厼
㢲	一八弓弓弜
㢳	弓
㢴	囗弓
㢵	一口弓𠆢亼合
㢶	一弓白百
㢷	夕山弓岁
㢸	弓弓攵弜
㢹	弓辛
㢺	女弓立妾
㢻	女弓禾委
㢼	丷八巾弓㡀
㢽	弓弓耳弭
㢾	土弓西垔
㢿	一亻弓矢侯
㣀	八十弓具真
㣁	一一丨丨丿弓用卄龷𤰇
㣂	弓鬲
㣃	⺼一厶弓弓弜育𠫓
㣄	工弓木氵巨洰渠
㣅	弓旡旡曰朁
㣆	一弓玉爾璽
㣇	丿丿巾彑
㣈	丿丿丿丿巾巾彑彑㣇㣇
㣉	工彡
㣊	彡攵
㣋	丶井彡丼
㣌	⺊口彡占
㣍	厶口彡台
㣎	小彡白
㣏	十大彡日早
㣐	彡水白泉
㣑	广彡庸
㣒	⺌丷囗彡日曾
㣓	又彡歺米粲𣦼
㣔	一亅彳丁
㣕	大彳
㣖	丶大彳太
㣗	彳户戶
㣘	勹口彳句
㣙	彳由
㣚	一冂口彳同𠔼
㣛	一口彳𠆢亼合
㣜	一刂廾彳刑开
㣝	彳戈𠂇戎
㣞	儿八厶彳兊公
㣟	口士彳吉
㣠	丨夂彳冬
㣡	丨亻口彳中仲
㣢	丨丷丿弓彳弔弟𢎨
㣣	人人大彳从夾
㣤	彳戈戈戔
㣥	亻士寸彳侍寺
㣦	女彳禾委
㣧	乚幺彳月𦙌
㣨	十口女彳古姑
㣩	彳木木林
㣪	一又彳爫𠂇友爰
㣫	彳重
㣬	口彳耳咠
㣭	丿乀儿凵夊彳㚇乂兇凶
㣮	丷冂十干彳南𢆉
㣯	⺌⺼尸彳屑肖
㣰	彳心釆悉
㣱	彳貝龶責
㣲	一口山彳攵
㣳	一卌彳灬𠂉無
㣴	彳黃
㣵	土彳羊辶達𦍒
㣶	一亠口囗彳日㐭亶回旦
㣷	一亅宀彳心皿丁寍寧
㣸	一彳生𧰨㽔业
㣹	亻广彳心隹䧹倠應
㣺	丶小
㣻	丿乀心乂
㣼	丶刀忄刃
㣽	女心
㣾	丶又忄叉
㣿	丶勹忄勺
㤀	入心𠃊兦
㤁	一大心天
㤂	及心
㤃	忄方
㤄	一巾忄巿
㤅	心旡
㤆	厂又忄反
㤇	丿大忄夭
㤈	心忄
㤉	忄牙
㤊	忄爻
㤋	八刀忄分
㤌	忄甘
㤍	㇉一工心丂巧
㤎	力口心加
㤏	夂忄冬
㤐	⺊口心占
㤑	口忄𠂇右
㤒	十大忄夲
㤓	忄本
㤔	亻寸忄付
㤕	凵屮忄出
㤖	一亅宀忄丁宁
㤗	一二人三𡗗
㤘	⺈⺕忄刍
㤙	囗心囙
㤚	忄行
㤛	一亻士忄任壬
㤜	人忄戈戍
㤝	一儿厶忄充𠫓
㤞	丿乚宀忄七乇宅
㤟	心曲
㤠	刂心歹列
㤡	刂忄歹列
㤢	忄月𠂇有
㤣	一丷廾心并开
㤤	忄
㤥	亠人忄𠂈亥
㤦	一史忄吏
㤧	一口忄𠂆后𠮛
㤨	一一丨丨八忄共卄龷
㤩	口夂心各
㤪	㔾心歹
㤫	心月𠂇有
㤬	土土忄圭
㤭	丿大忄乔夭
㤮	心犭王狂
㤯	儿冂口忄冏𦉪
㤰	乍亻心作
㤱	忄豆
㤲	人人大心从夾
㤳	一口忄不否
㤴	乚忄耳耴
㤵	子心攵孜
㤶	丶尢彡忄尤尨
㤷	一口忄𠆢亼今含
㤸	忄赤
㤹	丶忄求
㤺	亠忄𠃊亡巟
㤻	丶丶丿卩心卪卵𠂑
㤼	力厶土忄劫去
㤽	一丨二寸忄三丰寿
㤾	儿冖忄木罙
㤿	乚大忄日奄电
㥀	十忄直
㥁	十心罒𠃊
㥂	一寸忄日㝵旦
㥃	忄門
㥄	八土夊忄圥夌
㥅	冖又忄爫受
㥆	忄隶
㥇	忄戈戈戔
㥈	⺊口巾心占帖
㥉	口忄立咅
㥊	忄月月朋
㥋	亻心衣依
㥌	勹忄米匊
㥍	八忄其
㥎	丿勹心禾𥝢
㥏	八忄典
㥐	一卩口心𠆢亼叩命
㥑	心
㥒	忄木爫采
㥓	一亅口大忄丁可奇
㥔	⺼一厶忄育𠫓
㥕	心火火炎
㥖	丹八厶心公忩
㥗	忄文日旻
㥘	丶刀厶土忄刃刼去
㥙	丨口心忄中忠
㥚	⺕人忄臾𦥑
㥛	㇉一一又口忄丂亟
㥜	⺼忄田胃
㥝	弓忄耳弭
㥞	丷忄豕㒸
㥟	彑忄𧰨彖
㥠	⺼忄疋胥
㥡	匕尸忄木尼𣐉
㥢	丷忄酉酋
㥣	土土大心圭奎
㥤	一心矛𠆢亼今矜
㥥	忄禺
㥦	人人匚大心从匧夾
㥧	忄頁
㥨	土土女心圭娃
㥩	忄日耂者
㥪	女忄米娄
㥫	亠口忄日亯
㥬	丷亠冖忄方旁
㥭	一二人忄氺三泰𡗗
㥮	勹屮忄芻
㥯	⺕工心爫𤔌
㥰	⺕丨又忄叟𦥑𦥔
㥱	匚忄非匪
㥲	八十心具真
㥳	厂小忄白原
㥴	儿忄虍𠂆虎虒
㥵	囗忄豕圂
㥶	一井八宀心𠀎𡨄
㥷	人人大广心㤲从夾
㥸	心民田思
㥹	八刀心米分粉
㥺	厶土忄皿去盍
㥻	丿心戈禾戊
㥼	一忄止灬正焉
㥽	忄貝龶責
㥾	匸口忄艹𠂇匿右若
㥿	士心攵方放敖
㦀	一丨二夂忄辶三丰夆逢
㦁	心車辶連
㦂	⺌冂口巾心冋尚常
㦃	厂忄文生產
㦄	心麻
㦅	冖巾忄帶
㦆	乎忄虍虖
㦇	忄鹿
㦈	一丷土忄皿䒑盖𦍌
㦉	冖士忄豆壹
㦊	忄艹華
㦋	大忄日耂奢者
㦌	心毛毛毛毳
㦍	一丷口口屮忄㖾䒑吅屰
㦎	一忄田畫
㦏	一一丨丨八巳巳忄共卄巽龷
㦐	二弋忄貝弍貳
㦑	一丨忄攵耳丅敢
㦒	忄罒言詈
㦓	⺼忄灬犬然肰
㦔	⺼心日犬猒肰
㦕	一夂忄生阝㚅隆𤯔
㦖	心忄門悶
㦗	忄木木示林禁
㦘	心攵方白放敫
㦙	心忄禺愚
㦚	心辛辛辡
㦛	⺕一一八心与與𦥑
㦜	卝又忄隹蒦雈
㦝	儿心白豸皃貌
㦞	一乛口土寸工心吋壽
㦟	心豸里貍
㦠	一一丷寸干忄业丵對𢆉
㦡	幺幺忄木白樂
㦢	卩忄𥫗即節
㦣	心行韋衛
㦤	冖士心欠豆壹
㦥	一丨二宀心忄罒三丰憲
㦦	儿忄臼門䦧兒
㦧	儿儿忄曰㬱先先兟
㦨	丷忄束門柬闌
㦩	⺕工心忄爫阝㥯隱𤔌
㦪	又忄火火言燮
㦫	儿儿忄貝先先兟贊
㦬	忄糹罒隹維羅
㦭	人人口口口工忄雨从巫霝靈
㦮	二戈
㦯	一厶戈
㦰	人人戈从
㦱	一土戈
㦲	十戈𢦏
㦳	十土戈𢦏
㦴	口夂戈各
㦵	丿戈未朱
㦶	戈至
㦷	戈用龴甬
㦸	⺊十戈日卓早
㦹	一丿丿勹戈日勿旦昜
㦺	寸戈辰辱
㦻	戈白羽習
㦼	一二人戈臼三舂𡗗
㦽	一口巛戈月𠂇或有𡿿
㦾	也户戶
㦿	户木戶
㧀	及户戶
㧁	厶土户去戶
㧂	户田戶
㧃	丨扌𠃊丩
㧄	凵扌
㧅	刀扌
㧆	巾扌
㧇	一冂扌𠔼
㧈	弓扌
㧉	扌气
㧊	一巾扌巿
㧋	扌犬
㧌	扌毛
㧍	扌方
㧎	扌牙
㧏	丿乀冂扌乂冈
㧐	又又扌双
㧑	为扌
㧒	扌穴
㧓	扌瓜
㧔	丿戈扌戊
㧕	丿卩扌卯
㧖	乙户扌戹
㧗	匕扌止此
㧘	匕手止此
㧙	丿心扌必
㧚	扌瓦
㧛	〢手
㧜	匚巾扌匝
㧝	力口手加
㧞	丿又扌𠂇友叐
㧟	匚扌氵汇
㧠	厶小扌厼
㧡	亠人扌𠂈亥
㧢	囗大扌因
㧣	丿扌未朱
㧤	一儿厶扌充𠫓
㧥	儿扌先
㧦	勹扌日旬
㧧	一厶扌㐬𠫓
㧨	一口扌𠂆后𠮛
㧩	⺄一丿巾扌𠘨
㧪	⺈㔾厂扌危厃
㧫	扌而
㧬	⺄十工手卂巩
㧭	工手阝邛
㧮	扌臼
㧯	扌老
㧰	乐扌
㧱	一口手𠆢亼合
㧲	宀扌木宋
㧳	八刀手扌分扮
㧴	我扌
㧵	一口扌不否
㧶	扌身
㧷	一口大扌吞天
㧸	亅亠口扌了亨
㧹	一寸扌日㝵旦
㧺	扌日水沓
㧻	丶扌豕豖
㧼	扌龶𧘇表
㧽	十口囗扌古固
㧾	丿丿勹心扌勿忽
㧿	人人扌龰从
㨀	⺕扌禾秉
㨁	十扌直
㨂	扌東
㨃	亠口子扌享
㨄	冂口土扌周
㨅	入冂扌艹內芮
㨆	扌木木林
㨇	手氵皮波
㨈	扌文斉
㨉	扌日民昬
㨊	⺼工扌𠂇左
㨋	扌日耂者
㨌	冖士手殳
㨍	土土寸手圭封
㨎	大扌而耎
㨏	厂山扌火屵炭
㨐	亻口扌木保呆
㨑	丿乀儿凵夊扌㚇乂兇凶
㨒	土土大扌圭奎
㨓	扌牛穴窂
㨔	一丿口戈扌咸戊戌
㨕	夂扌皿𠄎夃盈
㨖	夊扌至致
㨗	⺊⺕扌龰
㨘	丿小扌目少省
㨙	大幺扌爫奚
㨚	勹扌日艹旬荀
㨛	人扌門閃
㨜	扌文虍虔
㨝	⺌⺼尸扌屑肖
㨞	扌糸龶素
㨟	山扌豆豈
㨠	亠八冖扌日六冥昗
㨡	囗扌豕圂
㨢	⺼匕匕厶扌䏍能
㨣	八厶扌羽公翁
㨤	匚扌隹龨
㨥	入冂扌糹內納
㨦	又扌隹隻
㨧	厶大扌田畚
㨨	丶刀扌田留
㨩	丿土广廴扌庭廷𡈼
㨪	儿扌日光晃
㨫	〢丶扌皿𠂉监
㨬	口土扌𧘇袁𠮷
㨭	户扌邑扈
㨮	儿扌白兜𠒂
㨯	亠口子扌阝享郭
㨰	八口扌衣㕣袞
㨱	扌言䚻
㨲	宀扌木艹宋𦯕
㨳	一亅口大宀扌丁可奇寄
㨴	乙人十十扌日乾倝早𠦝
㨵	一丷刀刂扌月䒑刖前剪
㨶	扌鳥
㨷	廿扌堇
㨸	丿宀山心扌宓密必
㨹	⺕一一丨丨二二扌三三丰丰彗
㨺	入入廿扌㒳㒼𠓜
㨻	手斤車斬
㨼	口夂手田各略
㨽	一刂口扌田副畐𠮛
㨾	一丷土扌永䒑羕𦍌
㨿	几夂扌虍処處
㩀	勹扌虍䖏匆
㩁	宀扌隹寉
㩂	扌斗角斛
㩃	一井八宀扌寒𠀎𡨄
㩄	山心扌田崽思
㩅	丣扌田畱
㩆	丶亠口小尢扌京尤就
㩇	一扌田畫
㩈	⺕丿口扌穴君尹窘
㩉	一口扌羽𠆢亼合翕
㩊	寸扌爫罒𡬳
㩋	⺕一丨扌肀肅𦘒
㩌	弓扌貝弗費
㩍	扌朿𥫗策
㩎	⺼扌日犬猒肰
㩏	扌黑
㩐	士寸扌𥫗寺等
㩑	一大扌非䨿天
㩒	扌木木示林禁
㩓	土手殳臼毀
㩔	一一丨丨八尸扌殳共卄殿龷𡱒
㩕	一扌雨龴𠆢亼令零
㩖	一二扌田田三畕畺
㩗	丿山扌隹𠄎乃崔𡻎
㩘	一丷土我扌䒑義𦍌
㩙	一井八土宀扌塞𠀎𡨄
㩚	一冂扌艹豕冡蒙𠔼
㩛	囗寸扌團專
㩜	一人扌皿臣監臥
㩝	亠冖口扌豕豪
㩞	冖扌木火火榮炏𤇾
㩟	一井八宀扌木寨𠀎𡨄
㩠	扌灬鹿麃
㩡	扌石石石磊
㩢	人卝戈扌罒戍蔑
㩣	冖扌羽車翬軍
㩤	丶扌攵方敷旉甫
㩥	十戈扌韭韯𢦏
㩦	儿冂口扌隹冏𦉪
㩧	一一丨丨八扌日氺㳟共卄暴龷
㩨	⺕一一丨丨二二心扌三三丰丰彗慧
㩩	匕扌水頁潁頃
㩪	扌糹頁䋶
㩫	扌斤斤貝斦質
㩬	戈扌虍戱虛
㩭	⺕冖子扌爻學𦥑𦥯
㩮	⺕一一八手扌与擧與𦥑
㩯	扌攵母糸𠂉敏每繁
㩰	口口口扌木艹吅品喿𦾈
㩱	寸扌爫罒爵𡬠
㩲	卝口口扌隹吅雈雚
㩳	又扌隹隹雔雙
㩴	扌目目隹䀠瞿
㩵	扌犬虍鬲獻鬳
㩶	一扌𥫗爾籋
㩷	一井八宀扌馬騫𠀎𡨄
㩸	一夕宀扌田田田宐畾疉
㩹	且冖扌田田田冝畾疊
㩺	支比
㩻	⺈㔾厂支危厃
㩼	夕夕支多
㩽	支束
㩾	一丿支垂
㩿	乙攵𠂉乞
㪀	于攵
㪁	一攴𠆢亼今
㪂	攴气
㪃	一亅口攴丁可
㪄	弓攵弗
㪅	一人冂攴丙内
㪆	一攴氏氐
㪇	儿攵先
㪈	土土攴圭
㪉	一口攵𠆢亼合
㪊	⺕丿口攴君尹
㪋	干攴日旱
㪌	攴用龴甬
㪍	冖十子攵孛
㪎	人人大攴从夾
㪏	丿十攴甲卑
㪐	户攴犬戾
㪑	乚大攴日奄电
㪒	儿攴臼兒
㪓	丿匕十攴乖北千
㪔	攴𣎳𣎳𣏟
㪕	⺊十攴日卓早
㪖	彑攴氺彔
㪗	口攴立咅
㪘	一攵𠆢㑒
㪙	攵日木果
㪚	一一丨丨攵日卄昔龷
㪛	八匸攴甘匹甚
㪜	山攴而耑
㪝	丷攴束柬
㪞	二冂攴目冃冒
㪟	亠口攵日亯
㪠	一丷攴䒑兼
㪡	一丨二口宀攴三丰害
㪢	⺕丨又攴叟𦥑𦥔
㪣	攵高
㪤	一攵畢
㪥	且攴虍虘
㪦	一八宀攵由寅
㪧	一口攴羽𠆢亼合翕
㪨	一一丷丷口土攴䒑䒑善𦍌
㪩	⺕一丨攴肀肅𦘒
㪪	一大攴非䨿天
㪫	⺊一人八冂攴目睿𠔼𣦵
㪬	攴羽隹翟
㪭	攴田皿虍盧𧆨
㪮	口口口攴雨霝
㪯	文
㪰	文米
㪱	⺈人冂大文奐
㪲	斗𠃍
㪳	〇斗
㪴	二儿斗元
㪵	丷斗半
㪶	一斗白百
㪷	斗豆
㪸	八斗其
㪹	女斗婁
㪺	大斗目目䀠𥇛
㪻	斗糸糹言䜌絲
㪼	一亅口斤丁可
㪽	一斤日昕
㪾	口夂斤各
㪿	屮屮斤
㫀	斤日曰昌
㫁	一儿幺幺斤𠃊兀𢆶
㫂	广廿斤灬庶
㫃	人方
㫄	亠勹方
㫅	一一人方㫃丌亓
㫆	人小方尒
㫇	人方𠃍㫃於
㫈	〇人方㫃於
㫉	⺈㔾厂方危厃
㫊	一亅人口方㫃丁可
㫋	人冉方㫃
㫌	一方止𠂉正
㫍	丨人亻攵方㫃攸
㫎	人冖方車㫃軍
㫏	人女方覀㫃要
㫐	匕日
㫑	力日
㫒	廾日
㫓	乙日𠂉乞
㫔	⺊一日上
㫕	一儿日兀
㫖	⺊一日上
㫗	子曰
㫘	一日不
㫙	二人日夫
㫚	丿丿勹日勿
㫛	儿口日兄
㫜	一日日旦
㫝	一日氏氐
㫞	又屮日𠬢
㫟	八口日㕣
㫠	丷日半
㫡	夂日冬
㫢	厶土日去
㫣	乚日日电
㫤	日永
㫥	口夕日名
㫦	丨亻攵日攸
㫧	日米
㫨	女宀日安
㫩	十日𠦄
㫪	一丨二人日三旧𡗗
㫫	一一日业亚
㫬	勹日日旬
㫭	士寸日寺
㫮	匕日止此
㫯	一儿日曰兀昌
㫰	丶日艮良
㫱	日赤
㫲	冖十子日孛
㫳	日辰
㫴	子日耂孝
㫵	日非
㫶	⺕冖巾日帚
㫷	八日其
㫸	日疌
㫹	户斤日所
㫺	人人人人日从从𠈌
㫻	一一丨丨冂日𠆢亼侖卄𠕁
㫼	刂日制
㫽	彑日氺彔
㫾	⺌冂口日冋尚
㫿	日隹
㬀	亠口子日享
㬁	一口日氵𠆢亼合洽
㬂	日禺
㬃	厶口日火台炱
㬄	厂日赤𪠇
㬅	二冂方罒冃
㬆	日日民昬
㬇	⺈人冂大日奐
㬈	日日皿昷
㬉	大日而耎
㬊	一又日爫𠂇友爰
㬋	一亻日矢侯
㬌	亠小日日亰
㬍	丶寸日尃甫
㬎	幺幺日灬𢆶𢇁
㬏	日鬲
㬐	一一厶厶日日晉
㬑	亠口子日阝享郭
㬒	廾日犬艹莽𦬇
㬓	日示覀票
㬔	彡日羽𠆢㐱翏
㬕	日礻羊祥
㬖	口户攵日啓𢼄
㬗	⺼日灬犬然肰
㬘	⺕一丨日肀肅𦘒
㬙	日爲
㬚	⺼一厶攵日育𠫓
㬛	一口日羽𠆢亼合翕
㬜	日至至臸
㬝	⺌丷囗日日曾
㬞	人勹山日曰𠃊亾匃曷
㬟	⺌丷丿丿勹囗日勿曾
㬠	⺈⺕攵日灬刍煞
㬡	一日雨龴𠆢亼令零
㬢	一丷土我日䒑義𦍌
㬣	一一丷寸干日业丵對𢆉
㬤	幺幺日日灬㬎𢆶𢇁
㬥	凵大屮日米出𣅽
㬦	卝又日隹蒦雈
㬧	凵大屮日糸出𣅽
㬨	日赤赤赫
㬩	⺕一一丨丨二二心日三三丰丰彗慧
㬪	一夕宀日日日宐晶
㬫	匕口廿日灬北燕
㬬	日目目隹䀠瞿
㬭	寸日爫罒爵𡬠
㬮	二人口廿日隹夫難
㬯	⺄⺼亠十口日羊𠃊亡卂羸𦝠
㬰	人日
㬱	儿儿曰先先兟
㬲	一皿更益
㬳	十月𠂉午
㬴	一一丨丨八月共卄龷
㬵	亠月父交
㬶	口月告
㬷	囗月木困
㬸	丿乚亻月艹化花𠤎
㬹	⺼爫爭
㬺	丷二人巾月夫帣龹
㬻	亠月艹𠃊亡巟荒
㬼	夊日月𠂇𠂉复有
㬽	㇉一口口口月丂吅品𠵛
㬾	匸月殳矢医殹
㬿	亠口子攵月享敦
㭀	人人工月𥫗从巫筮
㭁	丿木𠄎乃
㭂	小木
㭃	幺木
㭄	⺄十木卂
㭅	一二木三
㭆	丿末𠄎乃
㭇	儿厶木允
㭈	大木𠃍夬
㭉	木艹
㭊	木片
㭋	一丨二木三丰
㭌	木牛
㭍	乚冫木七
㭎	丿乀冂木乂冈
㭏	木韦
㭐	大末
㭑	木未
㭒	㠯木
㭓	厶廾木弁
㭔	乎木
㭕	厶土木去
㭖	亻弋木代
㭗	木皿
㭘	一口木𠆢亼合
㭙	士寸木寺
㭚	木
㭛	木𠂆𠂢
㭜	戈木𠂇戎
㭝	九木木林
㭞	丿力小木劣少
㭟	一一丨丨八木共卄龷
㭠	儿木先
㭡	㐅丿囗木囟龱
㭢	一刂廾木刑开
㭣	口木门问
㭤	木鸟
㭥	⺈木贝负
㭦	丿乚宀木七乇宅
㭧	木舟
㭨	木牙阝邪
㭩	寸木爫寽
㭪	丶木甫
㭫	人人土木从坐
㭬	木豕
㭭	刂口木別𠮠
㭮	巛木歹𣧄
㭯	乚木耳耴
㭰	匕朿止此
㭱	匚木甲匣
㭲	木谷
㭳	子木耂孝
㭴	〢又土木坚
㭵	勹木田甸
㭶	方木艹芳
㭷	力木田男
㭸	⺈丶木免兔
㭹	弓木玄弦
㭺	乚大日木奄电
㭻	⺌冂口木冋尚
㭼	日木水沓
㭽	一广木氏底氐
㭾	凵尸屮木出屈
㭿	卩日木卬昂
㮀	亅凵木了函
㮁	⺼丿乀木𠂇乂肴
㮂	大木目㚓
㮃	女木禾委
㮄	亠勹方木㫄
㮅	木隹
㮆	木羊𠆢𦍐
㮇	一大木天忝
㮈	大木示奈
㮉	丷二人亻木侠夫夹龹
㮊	乛亅木木龴予
㮋	月木阝𠂇有郁
㮌	木面
㮍	一丷刂月木䒑刖前
㮎	一木皿不盃
㮏	木木示柰
㮐	丿小木目少省
㮑	干木臼臿
㮒	土木西垔
㮓	二忄木亙恆
㮔	木重
㮕	大木而耎
㮖	木革
㮗	一木矛𠆢亼今矜
㮘	攵木矛敄
㮙	㇉一一口口木丂亏吅咢
㮚	⺊人人囗木仌𠧪
㮛	一日木龰是𤴓
㮜	匚士木爿匨壯
㮝	木谷阝郤
㮞	二口木欠咨次
㮟	木木石柘
㮠	⺾冖木木荣
㮡	工木火巨炬
㮢	一亻木矢侯
㮣	旡木既
㮤	宀木谷容
㮥	厶大木田畚
㮦	冖十木糸索
㮧	木灬烏
㮨	儿夊木田畟
㮩	心木自息
㮪	⺄十工木木卂巩𣑦
㮫	一丨二口宀木三丰害
㮬	八厶木羽公翁
㮭	丷囗干木龴圅𢆉
㮮	丨刀彡手木㓞丯挈
㮯	囗木豕圂
㮰	㐅丿囗木比囟龱𣬉
㮱	儿木艹先𦭶
㮲	勹屮木芻
㮳	一丷大月木关天朕
㮴	⺕丨又木叟𦥑𦥔
㮵	丹人方木㫃旃
㮶	一丷屮月木䒑屰朔
㮷	丶匕尢日木尤旨
㮸	一丷大木辶关天送
㮹	夊木至致
㮺	口口口本𠱠
㮻	丶丶又木虫㕚叉蚤
㮼	户木羽扇
㮽	木殳舟般
㮾	丶月木朗
㮿	一木畢
㯀	人方木疋㫃旋
㯁	口木立阝咅陪
㯂	冖巾木帶
㯃	人木木氺桼
㯄	一巴木木𠂆巵林
㯅	丿十广木甲卑庳
㯆	厂文木生產
㯇	土木非𡌦
㯈	木束辶速
㯉	乎木虍虖
㯊	一木止灬正焉
㯋	匕木頁頃
㯌	木豕辶逐
㯍	寸木爿將
㯎	木木言林
㯏	士木殳𠃜声殸
㯐	⺼工木阝𠂇左隋
㯑	弓木長張
㯒	木爫見覓
㯓	一口木羽𠆢亼合翕
㯔	木毛毛毛毳
㯕	八斤木其斯
㯖	一十心木罒𢛳
㯗	木木門閑
㯘	士木欠示款
㯙	⺼一厶攵木育𠫓
㯚	一口木𠆢𥫗亼合答
㯛	一冖士木壺
㯜	亠人人十木艹从卒萃
㯝	口口夂木止各路𧾷
㯞	⺼口木糹絹肙
㯟	彑木木氺彔林
㯠	木牛牽
㯡	人勹巳木氺包桼
㯢	一一丨丨八巳巳木共卄巽龷
㯣	八刀木木艹分棻芬
㯤	人人人人木木从从來來
㯥	東東
㯦	八木木其棊
㯧	刀口木走召超
㯨	木米覀粟
㯩	又又又大弓木叒夷桑
㯪	一木雨龴𠆢亼令零
㯫	木虍豕豦
㯬	廴木木聿建林
㯭	力木毌虍虜
㯮	勹木罒虫蜀𦉶
㯯	㐄夂木貝夅
㯰	十木罒直置
㯱	冖木缶
㯲	木木木示林禁
㯳	勹卝口攵木句敬茍
㯴	宀木艹谷容蓉
㯵	木艹重董
㯶	儿凵夂木𡕰
㯷	一一丷二人亻木䒑业僕夫菐
㯸	木灬皿盡
㯹	寸木示覀票𡬽
㯺	一人木罒臣臥
㯻	冖木豕
㯼	厶土木皿艹去盍蓋
㯽	宀木貝𠃜賔
㯾	曰木辶曹遭
㯿	人囗巛木囚巤
㰀	丿勹木黍黎
㰁	木石石石磊
㰂	宀木田釆審番
㰃	丿巾木白糸帛系緜
㰄	戈戈木貝戔賤
㰅	丷亠冂十口木辶古啇適
㰆	冖木非棐
㰇	十戈木韭韯𢦏
㰈	木木車辶林連
㰉	一二人木禾至三秦臻𡗗
㰊	八土土木火火圥坴炎燅
㰋	木止頁𣥂步頻
㰌	木隹雨霍
㰍	木龍
㰎	山木隹嶲雋
㰏	木高𥫗篙
㰐	⺼工木辶阝𠂇左遀隨
